Periodo;Provincia;TODOS LOS REGIMENES Total Sexo;TODOS LOS REGIMENES Mujer;TODOS LOS REGIMENES Varon;REGIMEN GENERAL Total Sexo;REGIMEN GENERAL Mujer;REGIMEN GENERAL Varon;R.G.(S.E.AGRARIO) Total Sexo;R.G.(S.E.AGRARIO) Mujer;R.G.(S.E.AGRARIO) Varon;R.G.(S.E. EM. HOGAR) Total Sexo;R.G.(S.E. EM. HOGAR) Mujer;R.G.(S.E. EM. HOGAR) Varon;R.E.AUTONOMOS (NO SETA) Total Sexo;R.E.AUTONOMOS (NO SETA) Mujer;R.E.AUTONOMOS (NO SETA) Varon;REG.E. AUTONOMOS (SETA) Total Sexo;REG.E. AUTONOMOS (SETA) Mujer;REG.E. AUTONOMOS (SETA) Varon;R.E.MAR(CUENTA AJENA) Total Sexo;R.E.MAR(CUENTA AJENA) Mujer;R.E.MAR(CUENTA AJENA) Varon;R.E.MAR(C. PROPIA) Total Sexo;R.E.MAR(C. PROPIA) Mujer;R.E.MAR(C. PROPIA) Varon;R.E. MINERIA CARBON Total Sexo;R.E. MINERIA CARBON Mujer;R.E. MINERIA CARBON Varon
201201;Total Nacional;16958267.14;7767134.33;9191050.71;12695563.00;6081060.95;6614453.14;857542.52;359312.14;498226.38;296564.24;276310.71;20238.33;2842114.67;972027.43;1870076.24;201835.43;69004.76;132828.67;45320.29;3766.05;41553.24;13729.38;5296.33;8433.05;5597.62;355.95;5241.67
201201;1. Alava;149666.00;64484.43;85178.24;124574.10;55203.48;69368.29;1654.38;208.86;1444.52;1827.90;1677.86;150.05;19398.38;6615.52;12782.86;2211.24;778.71;1432.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;2. Albacete;128947.86;53168.00;75779.86;88974.38;41424.19;47550.19;9990.38;2385.48;7604.90;1498.95;1434.00;64.95;25729.76;7514.81;18214.95;2754.38;409.52;2344.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;3. Alicante;531571.29;240554.29;291014.00;394682.62;189898.05;204781.57;17568.14;6623.95;10944.19;6973.33;6315.90;657.43;107689.10;36534.95;71154.14;2802.29;942.76;1859.52;1731.86;238.67;1493.19;123.95;0.00;123.95;0.00;0.00;0.00
201201;4. Almeria;252889.90;114921.10;137968.81;149767.52;77091.29;72676.24;48467.48;18074.43;30393.05;1845.52;1756.14;89.38;38479.62;13749.57;24730.05;13427.00;4210.62;9216.38;816.33;34.05;782.29;86.43;5.00;81.43;0.00;0.00;0.00
201201;5. Avila;52131.43;22785.86;29344.57;35262.19;17678.95;17583.24;1335.24;336.81;998.43;734.05;697.14;35.90;12013.67;3590.14;8423.52;2786.29;482.81;2303.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;6. Badajoz;232200.81;98279.43;133921.38;141958.38;66824.43;75133.95;41957.33;16346.62;25610.71;1236.05;1184.14;51.90;40569.33;12683.52;27885.81;6479.71;1240.71;5239.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;7. Baleares;343893.10;157672.19;186219.90;254581.90;123519.05;131062.86;2395.10;382.05;2013.05;9605.10;7901.86;1702.24;74121.14;24942.33;49178.81;1708.62;747.48;961.14;1263.29;171.43;1091.86;217.95;8.00;209.95;0.00;0.00;0.00
201201;8. Barcelona;2258705.00;1069468.52;1189223.81;1830845.10;897999.29;932839.10;5816.67;892.29;4924.38;46441.71;42435.43;4002.33;370048.81;127057.10;242989.71;2897.81;851.95;2045.86;2510.95;223.48;2287.48;143.95;9.00;134.95;0.00;0.00;0.00
201201;9. Burgos;142422.71;60779.14;81640.57;110011.67;49133.86;60874.81;1814.90;293.38;1521.52;1874.10;1795.71;78.38;24004.10;8181.29;15822.81;4717.95;1374.90;3343.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;10. Caceres;137378.10;60278.48;77098.62;84256.86;39834.76;44421.10;22034.33;9754.24;12280.10;1140.52;1075.43;65.10;25740.86;8533.52;17207.33;4205.52;1080.52;3125.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;11. Cadiz;340599.76;153624.71;186974.05;251882.67;117395.38;134487.29;30310.76;16453.90;13856.86;2804.76;2537.86;265.90;50625.62;16771.76;33853.86;1652.67;376.29;1276.38;3058.38;80.52;2977.86;264.90;9.00;255.90;0.00;0.00;0.00
201201;12. Castellon;212133.00;93356.81;118776.19;152683.62;73430.81;79252.81;14726.86;2096.10;12630.76;2689.57;2590.81;98.76;38597.10;14137.24;24459.86;2528.38;1063.38;1465.00;823.62;35.48;788.14;83.86;3.00;80.86;0.00;0.00;0.00
201201;13. Ciudad Real;161513.62;64149.29;97363.33;112525.43;50624.86;61900.57;12888.10;2095.90;10791.19;1714.43;1645.76;68.67;30037.52;9053.57;20983.95;4247.14;722.19;3524.95;0.00;0.00;0.00;0.00;0.00;0.00;101.00;7.00;94.00
201201;14. Cordoba;290382.90;133974.24;156408.67;158450.38;73518.05;84932.33;80826.76;42710.76;38116.00;2055.76;1960.38;95.38;45788.05;14745.29;31042.76;3228.52;1036.90;2191.62;0.00;0.00;0.00;0.00;0.00;0.00;33.43;2.86;30.57
201201;15. Coruna;404014.57;194372.86;209637.71;301470.95;146988.71;154478.24;1487.33;399.57;1087.76;8353.95;8125.38;228.57;73904.29;28990.81;44913.48;12207.33;8193.24;4014.10;3544.24;209.48;3334.76;3044.38;1465.67;1578.71;2.10;0.00;2.10
201201;16. Cuenca;71491.43;28774.95;42716.48;45034.00;21168.10;23865.90;6467.24;1749.05;4718.19;728.57;705.10;23.48;14217.00;4063.00;10154.00;5044.62;1089.71;3954.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;17. Girona;272529.33;123454.90;149074.43;204845.14;98956.38;105888.76;3320.95;400.00;2920.95;4625.52;3950.86;674.67;56426.62;19302.38;37124.24;2178.81;754.52;1424.29;979.62;86.76;892.86;152.67;4.00;148.67;0.00;0.00;0.00
201201;18. Granada;303834.62;148246.95;155586.00;182850.71;90187.24;92662.81;61460.52;35322.86;26136.67;3854.81;3662.67;192.14;52143.81;18137.00;34006.81;3326.71;930.76;2395.95;185.95;6.43;179.52;12.10;0.00;12.10;0.00;0.00;0.00
201201;19. Guadalajara;78145.43;34201.43;43944.00;62382.52;29011.29;33371.24;809.19;77.05;732.14;1018.71;969.81;48.90;12505.33;3951.29;8554.05;1429.67;192.00;1237.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;20. Gipuzkoa;300588.14;135442.38;165143.76;224691.76;106302.43;118389.33;525.86;81.10;444.76;5586.05;5297.43;288.62;67624.62;22888.10;44735.52;1528.43;782.57;744.86;538.62;23.95;514.67;92.81;66.81;26.00;0.00;0.00;0.00
201201;21. Huelva;186194.57;90371.95;95821.62;100267.14;47461.86;52805.29;58229.71;33615.71;24614.00;1005.00;936.33;68.67;23482.14;7909.05;15572.10;1421.95;393.24;1028.71;1516.43;49.76;1466.67;272.19;6.00;266.19;0.00;0.00;0.00
201201;22. Huesca;86197.67;37264.95;48932.71;60079.90;28907.81;31172.10;2344.43;334.33;2010.10;867.71;840.62;27.10;19134.57;6315.43;12819.14;3771.05;866.76;2904.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;23. Jaen;261249.57;109176.43;152073.14;121501.48;56950.57;64550.90;100505.57;38815.14;61690.43;1354.24;1284.43;69.81;35257.57;11469.14;23788.43;2630.71;657.14;1973.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;24. Leon;159927.24;75031.48;84894.76;115257.19;57963.71;57292.48;1121.76;252.33;869.43;2382.29;2301.10;81.19;32605.10;11794.24;20810.86;6763.76;2646.10;4117.67;0.00;0.00;0.00;0.00;0.00;0.00;1797.14;74.00;1723.14
201201;25. Lleida;171864.19;75531.48;96332.71;122864.24;59330.95;63533.29;6205.76;974.81;5230.95;1870.86;1799.43;71.43;33985.76;11798.19;22187.57;6928.67;1626.10;5302.57;0.00;0.00;0.00;0.00;0.00;0.00;8.90;2.00;6.90
201201;26. Rioja;119470.90;53951.10;65519.81;87396.24;42655.76;44740.48;4588.90;1162.33;3426.57;1782.95;1720.05;62.90;22159.05;7663.81;14495.24;3543.76;749.14;2794.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;27. Lugo;119600.05;56246.24;63353.81;76107.43;36679.76;39427.67;1483.10;294.43;1188.67;2814.86;2763.90;50.95;23769.62;8605.95;15163.67;13544.00;7710.48;5833.52;1670.95;71.19;1599.76;210.10;120.52;89.57;0.00;0.00;0.00
201201;28. Madrid;2762465.10;1304547.52;1457901.19;2326320.05;1116730.57;1209582.05;3324.95;618.10;2706.86;76236.00;70908.67;5321.38;351696.86;115510.86;236183.00;1123.48;270.24;853.24;3754.76;502.10;3252.67;0.00;0.00;0.00;9.00;7.00;2.00
201201;29. Malaga;501761.90;240367.95;261391.95;359775.86;177760.10;182014.76;40055.81;22892.81;17163.00;8645.05;7744.57;899.48;90601.24;31478.86;59122.38;1549.43;450.48;1098.95;985.24;37.14;948.10;149.29;4.00;145.29;0.00;0.00;0.00
201201;30. Murcia;497509.24;214159.24;283350.00;334944.86;157345.24;177599.62;63343.48;18410.43;44933.05;8893.29;8487.86;405.43;84212.67;27919.10;56293.57;5180.00;1969.71;3210.29;837.38;26.90;810.48;97.57;0.00;97.57;0.00;0.00;0.00
201201;31. Navarra;256701.62;112952.29;143748.33;201239.71;91991.76;109246.95;4809.43;968.81;3840.62;5139.57;4951.05;188.52;40733.90;13805.81;26928.10;4779.00;1234.86;3544.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;32. Ourense;100572.62;47944.57;52627.05;71300.57;34859.81;36439.76;328.43;59.57;268.86;2887.38;2824.62;62.76;23270.14;8317.00;14953.14;2786.10;1883.57;902.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;33. Asturias;360852.24;167192.90;193658.33;272195.19;129130.33;143064.86;1046.43;173.24;873.19;6196.48;5961.29;235.19;66137.24;25892.05;40245.19;10393.43;5685.67;4706.76;1237.95;43.95;1194.00;521.57;66.00;455.57;3123.95;240.38;2883.57
201201;34. Palencia;61912.10;25909.86;36002.24;45682.62;21028.95;24653.67;1001.38;112.57;888.81;589.05;569.19;19.86;11692.00;3755.90;7936.10;2859.62;439.52;2420.10;0.00;0.00;0.00;0.00;0.00;0.00;87.43;3.71;83.71
201201;35. Palmas;354742.95;161442.81;193296.62;286829.81;136677.14;150149.14;7841.19;3884.76;3956.43;3976.48;3563.62;412.86;51980.81;16565.48;35415.33;970.86;355.90;614.95;2904.43;390.24;2514.19;239.38;5.67;233.71;0.00;0.00;0.00
201201;36. Pontevedra;324543.38;150625.24;173917.14;235948.90;112674.76;123273.14;1274.81;507.05;767.76;6154.10;6048.81;105.29;61447.10;23924.10;37523.00;4947.81;3399.76;1548.05;7732.05;719.95;7012.10;7038.62;3350.81;3687.81;0.00;0.00;0.00
201201;37. Salamanca;114668.95;50446.24;64221.71;83639.52;41005.86;42632.67;2035.29;161.33;1873.95;1535.29;1473.33;61.95;22895.81;7199.19;15696.62;4563.05;606.52;3956.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;38. Santa Cruz de Tenerife;315765.57;147465.33;168296.24;250615.19;122915.52;127695.67;7470.52;2842.95;4627.57;3183.05;2947.48;235.57;50767.76;18091.19;32676.57;1683.95;415.33;1268.62;1827.43;252.86;1574.57;217.67;0.00;217.67;0.00;0.00;0.00
201201;39. Cantabria;202859.52;94078.57;108778.95;155785.43;74743.19;81041.24;583.00;87.90;495.10;3704.00;3502.19;201.81;36937.52;13344.76;23591.76;4954.48;2284.48;2670.00;708.24;51.52;656.71;186.86;64.52;122.33;0.00;0.00;0.00
201201;40. Segovia;56924.29;24346.38;32577.67;40041.62;19000.38;21041.00;1307.95;474.67;833.29;873.67;821.71;51.95;12481.67;3798.38;8683.29;2219.38;251.24;1968.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;41. Sevilla;676785.05;316140.19;360639.86;464404.24;213325.05;251076.19;105287.62;61926.00;43360.62;9405.33;8904.57;499.76;95355.00;31407.48;63947.52;1922.81;551.10;1371.71;349.05;24.00;325.05;61.00;2.00;59.00;0.00;0.00;0.00
201201;42. Soria;37010.00;15622.38;21387.62;27717.81;12834.38;14883.43;339.90;28.48;311.43;543.71;528.62;15.10;6712.33;2042.90;4669.43;1696.24;188.00;1508.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;43. Tarragona;273898.10;122288.38;151608.71;206388.48;98513.48;107875.00;9301.43;1774.67;7526.76;3283.10;3013.19;269.90;49009.00;17567.24;31441.76;4181.76;1282.62;2899.14;1481.86;127.19;1353.67;252.48;10.00;242.48;0.00;0.00;0.00
201201;44. Teruel;51131.76;21808.90;29322.86;35348.62;16491.62;18857.00;973.00;145.00;828.00;523.43;502.76;20.67;10083.52;3406.52;6677.00;3853.10;1257.00;2596.10;0.00;0.00;0.00;0.00;0.00;0.00;350.10;6.00;344.10
201201;45. Toledo;212871.71;85634.52;127236.90;152707.43;68143.86;84563.57;9502.90;1338.67;8164.24;2482.48;2270.71;211.48;44625.43;13155.19;31470.24;3553.48;726.10;2827.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;46. Valencia;887776.33;399334.05;488440.29;660378.38;320802.38;339574.00;44482.19;8217.76;36264.43;14235.29;13420.05;815.24;161671.33;55649.33;106022.00;4898.62;1023.14;3875.48;1986.10;216.38;1769.71;124.43;5.00;119.43;0.00;0.00;0.00
201201;47. Valladolid;201070.71;89369.52;111700.19;156697.67;74032.86;82664.81;3961.62;903.14;3058.48;2599.62;2532.76;66.86;34622.90;11565.57;23056.33;3188.90;335.19;2853.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;48. Bizkaia;460220.67;211811.67;248407.00;363210.29;169802.86;193406.43;947.71;76.29;871.43;8759.52;8264.14;495.38;83136.90;32684.10;50451.81;1468.10;768.00;700.10;2567.00;124.95;2442.05;131.14;91.33;39.81;0.00;0.00;0.00
201201;49. Zamora;58471.14;24919.10;33551.05;38159.90;18941.38;19218.52;1867.90;350.05;1517.86;515.86;495.52;20.33;13463.90;4387.05;9075.86;4463.57;745.10;3718.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201201;50. Zaragoza;377050.76;170737.29;206313.48;298430.95;141626.38;156804.57;6098.38;1219.43;4878.95;5562.19;5322.38;239.81;62244.38;21585.38;40659.00;4630.29;970.71;3659.57;0.00;0.00;0.00;0.00;0.00;0.00;84.57;13.00;71.57
201201;51. Ceuta;20590.14;8859.81;11730.33;16703.52;7167.90;9535.62;11.19;3.00;8.19;631.90;604.90;27.00;3010.00;1071.43;1938.57;0.00;0.00;0.00;229.43;12.57;216.86;4.10;0.00;4.10;0.00;0.00;0.00
201201;52. Melilla;20568.10;9566.05;11002.05;15890.86;7374.19;8516.67;9.24;2.00;7.24;1321.14;1281.19;39.95;3266.71;903.57;2363.14;1.00;0.00;1.00;79.14;5.10;74.05;0.00;0.00;0.00;0.00;0.00;0.00
201202;Total Nacional;16897111.57;7746937.43;9150089.62;12650645.38;6058654.76;6591940.67;835677.43;358314.62;477358.71;298108.57;278102.48;19990.00;2844433.00;973726.33;1870695.29;201498.95;68801.67;132695.29;47501.81;3720.57;43780.24;13638.48;5267.38;8371.10;5607.95;349.62;5258.33
201202;1. Alava;149448.19;64468.00;84977.19;124267.38;55089.62;69175.76;1654.86;209.43;1444.43;1927.95;1766.86;161.10;19398.57;6632.00;12766.57;2199.43;770.10;1429.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;2. Albacete;127780.67;52589.29;75191.38;87798.62;40834.57;46964.05;9985.95;2365.71;7620.24;1530.33;1465.43;64.90;25705.86;7512.43;18193.43;2759.90;411.14;2348.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;3. Alicante;532332.95;240962.19;291367.76;394856.24;190182.71;204670.52;17701.76;6549.81;11151.95;7029.00;6388.05;640.95;107980.05;36672.29;71307.76;2800.38;936.48;1863.90;1840.76;232.86;1607.90;124.76;0.00;124.76;0.00;0.00;0.00
201202;4. Almeria;252090.95;113994.29;138096.57;148518.05;76077.38;72440.67;48860.57;18114.38;30746.10;1860.48;1773.33;87.14;38484.81;13771.95;24712.86;13459.86;4217.43;9242.43;820.38;34.81;785.57;86.81;5.00;81.81;0.00;0.00;0.00
201202;5. Avila;51905.86;22705.38;29199.48;35036.62;17590.76;17445.86;1341.29;340.19;1001.10;747.14;711.95;34.19;12000.14;3579.95;8420.19;2780.67;482.52;2298.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;6. Badajoz;232425.52;98685.52;133740.00;142182.81;67190.29;74992.52;41855.76;16307.81;25547.95;1299.00;1247.33;51.67;40617.24;12701.95;27915.29;6470.71;1238.14;5232.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;7. Baleares;349002.81;159352.33;189649.48;259573.14;125196.38;134376.76;2462.90;382.81;2080.10;9544.67;7867.29;1676.38;74196.62;24977.95;49218.67;1703.05;745.24;957.81;1303.43;173.67;1129.76;219.00;9.00;210.00;0.00;0.00;0.00
201202;8. Barcelona;2255540.10;1068162.71;1187364.62;1827264.48;896900.71;930356.76;5912.62;909.38;5003.24;45966.33;42067.62;3894.95;370548.95;127205.86;243341.10;2884.19;842.57;2041.62;2819.81;227.57;2592.24;143.71;9.00;134.71;0.00;0.00;0.00
201202;9. Burgos;142132.29;60678.52;81450.76;109515.90;48883.67;60629.24;1851.67;296.43;1555.24;1980.62;1902.67;77.95;24084.76;8221.48;15863.29;4699.33;1374.29;3325.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;10. Caceres;137749.90;60457.14;77291.76;84382.86;40047.33;44334.52;22196.71;9685.95;12510.76;1166.29;1100.86;65.43;25799.90;8538.19;17261.71;4204.14;1084.81;3119.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;11. Cadiz;339775.14;152787.57;186986.57;250659.81;116358.67;134301.14;30584.48;16594.57;13989.90;2844.95;2576.00;267.95;50637.33;16800.05;33837.29;1650.14;376.19;1273.95;3156.33;74.00;3082.33;242.10;8.10;234.00;0.00;0.00;0.00
201202;12. Castellon;208337.14;92005.71;116331.43;151021.48;72324.00;78697.48;12293.29;1811.24;10482.05;2674.57;2576.43;98.14;38627.43;14192.95;24434.48;2529.19;1056.62;1472.57;1109.19;41.48;1067.71;82.00;3.00;79.00;0.00;0.00;0.00
201202;13. Ciudad Real;158956.05;63460.38;95494.67;111460.24;50061.14;61399.10;11371.14;1908.19;9461.95;1756.10;1687.86;68.24;30005.00;9069.19;20935.81;4250.57;724.00;3526.57;0.00;0.00;0.00;0.00;0.00;0.00;113.00;10.00;103.00
201202;14. Cordoba;287130.71;133523.76;153606.95;157476.05;73228.19;84247.86;78468.57;42476.29;35992.29;2126.29;2030.43;95.86;45817.10;14760.38;31056.71;3220.71;1028.48;2192.24;0.00;0.00;0.00;0.00;0.00;0.00;22.00;0.00;22.00
201202;15. Coruna;402896.62;194028.24;208864.38;300253.05;146563.19;153685.86;1526.57;410.29;1116.29;8427.24;8198.67;228.57;73869.86;29010.67;44859.19;12180.62;8165.48;4015.14;3619.24;227.95;3391.29;3018.05;1452.00;1566.05;2.00;0.00;2.00
201202;16. Cuenca;70941.24;28528.81;42412.43;44406.10;20916.62;23489.48;6555.95;1751.10;4804.86;739.95;713.90;26.05;14196.19;4059.86;10136.33;5043.05;1087.33;3955.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;17. Girona;273055.81;123558.76;149497.05;205297.05;99073.29;106223.76;3417.86;407.62;3010.24;4556.43;3904.90;651.52;56539.71;19333.19;37206.52;2172.19;750.67;1421.52;916.05;84.33;831.71;156.52;4.76;151.76;0.00;0.00;0.00
201202;18. Granada;301226.24;147553.52;153671.05;181934.19;89535.86;92397.67;59755.29;35249.90;24504.38;3857.48;3672.24;185.24;52164.52;18158.71;34005.81;3334.19;932.48;2401.71;166.19;4.33;161.86;14.38;0.00;14.38;0.00;0.00;0.00
201202;19. Guadalajara;77679.90;33938.86;43741.05;61857.62;28725.95;33131.67;829.29;73.19;756.10;1019.10;970.10;49.00;12546.05;3975.57;8570.48;1427.86;194.05;1233.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;20. Gipuzkoa;300249.48;135233.33;165014.14;223942.33;105998.33;117944.00;537.81;79.95;457.86;5613.14;5328.57;284.57;67695.38;22957.05;44737.33;1521.76;776.57;744.19;846.05;25.86;820.19;93.00;67.00;26.00;0.00;0.00;0.00
201202;21. Huelva;192988.71;94136.00;98851.71;100762.57;47798.19;52964.38;64292.76;37027.57;27265.19;1032.48;964.52;67.95;23365.10;7893.10;15471.00;1431.43;399.48;1031.95;1827.43;47.14;1780.29;276.95;6.00;270.95;0.00;0.00;0.00
201202;22. Huesca;86093.95;37175.43;48918.52;59873.67;28786.10;31087.57;2428.29;325.95;2102.33;911.76;884.57;27.19;19109.86;6311.86;12798.00;3770.38;866.95;2903.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;23. Jaen;241889.29;105870.14;136019.14;120008.29;56261.43;63746.86;82691.90;36156.14;46535.76;1392.00;1323.62;68.38;35163.57;11469.86;23693.71;2633.52;659.10;1974.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;24. Leon;159271.67;74697.81;84572.86;114588.48;57594.81;56992.67;1157.48;256.24;901.24;2453.00;2372.19;80.81;32531.43;11772.81;20758.62;6739.62;2628.67;4110.95;0.00;0.00;0.00;0.00;0.00;0.00;1801.67;73.10;1728.57
201202;25. Lleida;171529.43;75439.33;96090.10;122493.10;59256.29;63236.81;6278.10;946.52;5331.57;1887.57;1815.48;72.10;33947.86;11791.00;22156.86;6912.81;1628.05;5284.76;0.00;0.00;0.00;0.00;0.00;0.00;10.00;2.00;8.00
201202;26. Rioja;118961.81;53718.24;65243.57;86936.00;42464.38;44471.62;4635.62;1159.14;3476.48;1757.90;1694.71;63.19;22090.10;7647.81;14442.29;3542.19;752.19;2790.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;27. Lugo;119177.38;56024.38;63153.00;75687.81;36475.76;39212.05;1515.90;297.95;1217.95;2818.67;2762.71;55.95;23779.14;8630.43;15148.71;13477.29;7669.67;5807.62;1688.71;69.90;1618.81;209.86;117.95;91.90;0.00;0.00;0.00
201202;28. Madrid;2753257.00;1300844.95;1452394.33;2316904.33;1112846.52;1204049.81;3360.33;625.52;2734.81;76053.67;70801.76;5245.57;352109.76;115814.33;236292.05;1120.95;268.05;852.90;3698.95;481.76;3217.19;0.00;0.00;0.00;9.00;7.00;2.00
201202;29. Malaga;499814.67;239323.14;260489.52;358503.95;176785.52;181717.43;39172.81;22720.95;16451.86;8616.62;7734.86;880.76;90866.67;31586.57;59280.10;1558.33;453.38;1104.95;946.67;37.86;908.81;149.62;4.00;145.62;0.00;0.00;0.00
201202;30. Murcia;497754.90;214103.86;283651.05;334372.86;157191.86;177181.00;63801.90;18294.52;45507.38;8944.29;8541.86;402.43;84410.10;28080.43;56329.67;5191.38;1969.29;3222.10;936.43;25.90;910.52;97.95;0.00;97.95;0.00;0.00;0.00
201202;31. Navarra;255844.67;112796.24;143047.43;200060.43;91549.10;108510.33;4738.48;973.00;3765.48;5347.52;5164.67;182.86;40934.62;13880.62;27054.00;4763.62;1228.86;3534.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;32. Ourense;100310.19;47776.05;52533.14;71027.05;34663.81;36362.24;345.24;62.71;282.52;2893.95;2829.05;64.90;23275.38;8354.67;14920.71;2768.57;1865.81;902.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;33. Asturias;359184.33;166525.57;192657.76;270367.29;128343.24;142024.05;1076.33;177.95;898.38;6354.71;6106.81;247.90;66112.95;25905.38;40207.57;10325.00;5646.67;4677.33;1310.62;45.10;1265.52;508.90;65.19;443.71;3128.52;235.24;2893.29
201202;34. Palencia;61619.33;25794.71;35824.62;45396.43;20896.38;24500.05;1012.14;113.19;898.95;615.29;595.67;19.62;11658.81;3746.57;7912.24;2849.71;438.90;2410.81;0.00;0.00;0.00;0.00;0.00;0.00;86.95;4.00;82.95
201202;35. Palmas;353944.81;161287.95;192652.86;285832.76;136379.86;149448.90;7898.52;3878.29;4020.24;4008.43;3598.19;410.24;52117.71;16694.48;35423.24;966.14;354.05;612.10;2881.00;378.10;2502.90;240.24;5.00;235.24;0.00;0.00;0.00
201202;36. Pontevedra;323885.19;150366.57;173517.62;234995.81;112311.95;122682.86;1288.05;517.43;770.62;6296.48;6180.90;115.57;61504.62;23933.76;37570.86;4923.14;3382.05;1541.10;7878.38;701.71;7176.67;6998.71;3338.76;3659.95;0.00;0.00;0.00
201202;37. Salamanca;114482.76;50389.86;64092.62;83350.62;40847.10;42503.24;2057.05;166.90;1890.14;1599.33;1535.48;63.86;22924.38;7235.95;15688.43;4551.38;604.43;3946.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;38. Santa Cruz de Tenerife;314344.57;146789.81;167550.76;249120.86;122197.52;126919.33;7518.95;2848.29;4670.67;3175.05;2936.38;238.67;50765.24;18142.62;32622.62;1695.86;420.71;1275.14;1852.05;244.29;1607.76;216.57;0.00;216.57;0.00;0.00;0.00
201202;39. Cantabria;202282.48;93761.81;108518.67;154828.43;74326.14;80501.29;604.67;88.90;515.76;3823.62;3614.00;209.62;36904.29;13334.62;23568.67;4948.10;2278.62;2669.48;986.14;52.76;933.38;187.24;66.76;120.48;0.00;0.00;0.00
201202;40. Segovia;56825.90;24315.86;32509.05;39855.00;18916.62;20937.38;1380.10;491.29;888.81;917.29;865.81;51.48;12452.19;3790.05;8662.14;2221.33;252.10;1969.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;41. Sevilla;674598.24;314522.05;360071.19;462211.24;211740.05;250468.19;105297.81;61862.52;43434.29;9444.71;8960.95;482.76;95320.14;31381.76;63938.38;1920.57;551.29;1369.29;342.76;23.48;319.29;61.00;2.00;59.00;0.00;0.00;0.00
201202;42. Soria;36825.43;15607.67;21217.76;27531.29;12803.33;14727.95;342.19;28.43;313.76;563.29;549.57;13.71;6699.67;2040.67;4659.00;1689.00;185.67;1503.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201202;43. Tarragona;272666.48;121801.71;150863.76;205831.43;98092.57;107738.86;8477.48;1689.52;6787.95;3254.38;2995.48;258.90;49073.33;17608.00;31465.33;4175.57;1277.76;2897.81;1598.43;128.38;1469.05;255.86;10.00;245.86;0.00;0.00;0.00
201202;44. Teruel;50907.57;21749.43;29158.14;35148.86;16440.76;18708.10;971.43;140.52;830.90;523.43;503.81;19.62;10061.52;3397.19;6664.33;3854.67;1261.14;2593.52;0.00;0.00;0.00;0.00;0.00;0.00;347.67;6.00;341.67
201202;45. Toledo;210716.38;85088.81;125626.57;151606.48;67670.19;83936.29;8527.71;1246.38;7281.33;2496.19;2282.67;212.52;44542.00;13168.43;31373.57;3544.00;721.14;2822.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
