Periodo;Provincia;TODOS LOS REGIMENES Total Sexo;TODOS LOS REGIMENES Mujer;TODOS LOS REGIMENES Varon;REGIMEN GENERAL Total Sexo;REGIMEN GENERAL Mujer;REGIMEN GENERAL Varon;R.G.(S.E.AGRARIO) Total Sexo;R.G.(S.E.AGRARIO) Mujer;R.G.(S.E.AGRARIO) Varon;R.G.(S.E. EM. HOGAR) Total Sexo;R.G.(S.E. EM. HOGAR) Mujer;R.G.(S.E. EM. HOGAR) Varon;R.E.AUTONOMOS (NO SETA) Total Sexo;R.E.AUTONOMOS (NO SETA) Mujer;R.E.AUTONOMOS (NO SETA) Varon;REG.E. AUTONOMOS (SETA) Total Sexo;REG.E. AUTONOMOS (SETA) Mujer;REG.E. AUTONOMOS (SETA) Varon;R.E.MAR(CUENTA AJENA) Total Sexo;R.E.MAR(CUENTA AJENA) Mujer;R.E.MAR(CUENTA AJENA) Varon;R.E.MAR(C. PROPIA) Total Sexo;R.E.MAR(C. PROPIA) Mujer;R.E.MAR(C. PROPIA) Varon;R.E. MINERIA CARBON Total Sexo;R.E. MINERIA CARBON Mujer;R.E. MINERIA CARBON Varon
202012;45. Toledo;235967.58;99044.68;136921.21;175409.58;79260.21;96149.37;7766.42;1087.53;6678.89;3083.68;2947.95;134.05;46233.63;14977.16;31256.47;3474.26;771.84;2702.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202012;46. Valencia;1042860.53;480413.42;562445.11;807473.53;391641.00;415831.53;35521.42;5821.05;29700.37;17803.42;17173.68;628.74;174273.32;64244.84;110028.47;4679.42;991.00;3688.42;2998.16;534.84;2463.32;111.26;7.00;104.26;0.00;0.00;0.00
202012;47. Valladolid;215362.16;100622.63;114739.53;172897.74;84011.79;88885.95;2898.16;691.42;2206.74;3996.00;3898.58;97.42;32693.26;11588.95;21104.32;2877.00;431.89;2445.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202012;48. Bizkaia;481552.79;235094.32;246457.47;378811.16;186263.47;192547.68;885.47;102.26;783.21;15440.21;14837.05;602.16;82509.00;33167.37;49341.63;1041.74;459.11;582.63;2731.58;220.05;2511.53;133.63;45.00;88.63;0.00;0.00;0.00
202012;49. Zamora;57373.68;26015.58;31358.11;38723.84;19922.47;18801.37;1389.16;202.63;1186.53;825.58;798.58;27.00;12866.74;4408.84;8457.89;3568.37;683.05;2885.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202012;50. Zaragoza;415964.95;194047.21;221915.26;336297.84;161581.32;174716.53;5601.79;917.00;4684.79;8628.42;8363.74;262.21;61104.37;22166.58;38937.79;4315.53;1015.58;3299.95;0.00;0.00;0.00;0.00;0.00;0.00;17.00;3.00;14.00
202012;51. Ceuta;22103.16;10241.58;11861.58;17857.00;8338.63;9518.37;3.37;1.00;2.37;701.84;669.00;32.84;3362.21;1221.32;2140.89;0.00;0.00;0.00;172.74;10.63;162.11;6.00;1.00;5.00;0.00;0.00;0.00
202012;52. Melilla;24060.42;11328.79;12731.63;18679.63;9309.32;9370.32;1.58;0.58;1.00;696.32;668.68;27.63;4587.05;1327.63;3259.42;0.00;0.00;0.00;93.84;22.58;71.26;2.00;0.00;2.00;0.00;0.00;0.00
202101;Total Nacional;18829480.16;8779878.68;10049583.74;14357793.47;6942321.84;7415464.42;774555.47;297403.95;477151.53;381082.16;364020.74;17050.89;3074231.74;1109565.11;1964666.63;182508.05;57187.16;125320.89;44556.95;5143.21;39413.74;13657.84;4148.68;9509.16;1094.47;88.00;1006.47
202101;1. Alava;154918.53;70904.42;84014.11;131008.74;60839.37;70169.37;771.26;59.47;711.79;2911.42;2800.16;111.26;18424.16;6678.53;11745.63;1802.95;526.89;1276.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;2. Albacete;138436.68;58361.95;80074.74;97146.32;44952.68;52193.63;9198.89;1953.26;7245.63;2172.95;2106.11;66.84;27018.16;8798.37;18219.79;2900.37;551.53;2348.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;3. Alicante;636031.16;292685.84;343345.32;476174.74;232053.84;244120.89;15450.00;4490.42;10959.58;8765.89;8279.32;486.58;130687.84;46602.32;84085.53;2703.74;862.11;1841.63;2012.63;395.84;1616.79;236.32;2.00;234.32;0.00;0.00;0.00
202101;4. Almeria;303957.58;134380.16;169577.42;184530.74;91997.32;92533.42;55421.79;17762.74;37659.05;2556.95;2464.37;92.58;44574.16;16365.47;28208.68;15991.11;5743.84;10247.26;712.79;32.42;680.37;170.05;14.00;156.05;0.00;0.00;0.00
202101;5. Avila;51980.42;23933.37;28047.05;35774.84;18371.47;17403.37;1142.05;288.16;853.89;1012.42;963.16;49.26;11453.11;3760.26;7692.84;2598.00;550.32;2047.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;6. Badajoz;244370.16;109388.00;134982.16;156957.68;77340.89;79616.79;36283.42;14045.89;22237.53;2534.32;2468.68;65.63;42257.47;14249.53;28007.95;6337.26;1283.00;5054.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;7. Baleares;412115.16;190389.11;221726.05;308331.11;149929.11;158402.00;2373.00;364.84;2008.16;9870.89;8388.05;1482.84;88649.47;31049.32;57600.16;1244.32;427.32;817.00;1269.21;209.37;1059.84;377.16;21.11;356.05;0.00;0.00;0.00
202101;8. Barcelona;2556462.21;1222733.74;1333727.47;2105776.37;1034923.05;1070852.32;4717.42;885.26;3832.16;47253.95;44592.00;2661.95;393399.47;141452.58;251946.89;2234.79;543.74;1691.05;2896.63;329.11;2567.53;183.58;8.00;175.58;0.00;0.00;0.00
202101;9. Burgos;142353.11;64526.74;77826.37;111817.95;52564.84;59253.11;1105.84;159.21;946.63;2428.95;2351.89;77.05;22857.63;8346.89;14510.74;4142.74;1103.89;3038.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;10. Caceres;141059.53;64945.26;76114.26;90644.79;45197.32;45447.47;17683.26;7422.42;10260.84;1845.89;1772.32;73.58;26261.05;9327.95;16933.11;4624.53;1225.26;3399.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;11. Cadiz;361710.89;165944.42;195765.47;265467.95;126150.11;139316.84;25769.68;13691.37;12078.32;3996.47;3772.32;224.16;60489.84;21694.05;38795.79;1756.21;446.21;1310.00;3987.58;178.37;3809.21;243.16;12.00;231.16;0.00;0.00;0.00
202101;12. Castellon;240476.11;107428.05;133048.05;183479.68;86843.16;96636.53;11653.26;1421.21;10232.05;3682.00;3571.47;110.53;38436.63;14759.58;23677.05;2152.32;765.89;1386.42;927.42;63.74;863.68;144.79;3.00;141.79;0.00;0.00;0.00
202101;13. Ciudad Real;166898.63;68294.00;98604.63;115508.84;52569.26;62939.58;13148.47;1844.11;11304.37;2882.84;2812.00;70.84;30661.21;10126.11;20535.11;4696.26;942.53;3753.74;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00
202101;14. Cordoba;300395.84;138933.58;161462.26;175819.16;83750.42;92068.74;67942.00;33608.84;34333.16;3521.16;3418.00;103.16;49609.74;17123.26;32486.47;3503.79;1033.05;2470.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;15. Coruna;424970.32;210006.89;214963.42;322583.89;162692.79;159891.11;2008.63;558.16;1450.47;10877.11;10611.26;265.84;76439.00;30329.42;46109.58;7710.21;4649.11;3061.11;2854.21;214.05;2640.16;2497.26;952.11;1545.16;0.00;0.00;0.00
202101;16. Cuenca;75591.84;31715.58;43876.26;50390.63;23416.53;26974.11;5689.21;1689.79;3999.42;1142.00;1110.00;32.00;13684.89;4411.26;9273.63;4685.11;1088.00;3597.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;17. Girona;307327.42;140368.37;166959.05;239097.32;114700.63;124396.68;3034.79;307.89;2726.89;4592.89;4076.11;516.79;58310.63;20782.63;37528.00;1469.16;393.89;1075.26;572.79;89.26;483.53;249.84;17.95;231.89;0.00;0.00;0.00
202101;18. Granada;332488.63;158404.37;174084.26;208569.63;103314.74;105254.89;52923.89;26779.32;26144.58;5238.21;5067.95;170.26;59828.63;21444.89;38383.74;5751.37;1791.05;3960.32;142.16;5.47;136.68;34.74;0.95;33.79;0.00;0.00;0.00
202101;19. Guadalajara;92305.42;42056.84;50248.58;75175.84;35769.37;39406.47;660.63;94.16;566.47;1429.58;1380.32;49.26;13658.37;4591.00;9067.37;1381.00;222.00;1159.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;20. Gipuzkoa;317895.58;151348.95;166545.63;241903.42;119054.32;122848.11;495.32;85.63;409.68;9488.95;9110.68;378.26;64152.63;22421.63;41731.00;1206.26;581.68;624.58;469.84;47.84;422.00;179.16;47.16;132.00;0.00;0.00;0.00
202101;21. Huelva;204684.37;96790.84;107893.53;113593.63;52416.37;61177.26;59986.42;33200.21;26786.21;1305.53;1270.42;35.11;26332.53;9312.16;17020.37;1740.53;529.74;1210.79;1368.47;56.95;1311.53;357.26;5.00;352.26;0.00;0.00;0.00
202101;22. Huesca;95117.00;41359.53;53757.47;68751.84;32398.11;36353.74;3490.58;462.32;3028.26;1328.53;1286.16;42.37;18165.37;6359.32;11806.05;3380.68;853.63;2527.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;23. Jaen;267637.37;109198.63;158438.74;130472.95;60978.58;69494.37;93561.26;32232.42;61328.84;1995.89;1934.47;61.42;37143.68;12952.95;24190.74;4463.58;1100.21;3363.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;24. Leon;154875.11;75972.79;78902.32;114823.42;59482.68;55340.74;1204.68;213.58;991.11;2986.47;2883.79;102.68;30218.84;11413.47;18805.37;5584.37;1976.26;3608.11;0.00;0.00;0.00;0.00;0.00;0.00;57.32;3.00;54.32
202101;25. Lleida;185108.21;81163.00;103945.21;138796.63;65700.95;73095.68;6260.58;611.68;5648.89;2063.16;1989.74;73.42;32606.26;11635.21;20971.05;5381.58;1225.42;4156.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;26. Rioja;127341.21;60235.63;67105.58;95672.37;47789.79;47882.58;3883.26;1111.95;2771.32;2603.37;2527.63;75.74;21749.32;8079.11;13670.21;3432.89;727.16;2705.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;27. Lugo;118761.53;58122.26;60639.26;79436.84;40919.47;38517.37;1759.42;411.42;1348.00;3129.11;3055.53;73.58;23626.53;8873.53;14753.00;9334.84;4745.00;4589.84;1321.84;73.32;1248.53;152.95;44.00;108.95;0.00;0.00;0.00
202101;28. Madrid;3198350.89;1523870.37;1674479.32;2684548.84;1280736.21;1403811.42;1982.42;363.89;1618.53;102026.89;97742.89;4284.00;404899.42;144026.42;260873.00;1099.74;303.89;795.84;3776.58;697.05;3079.53;17.00;0.00;17.00;0.00;0.00;0.00
202101;29. Malaga;593679.26;279667.05;314012.21;427880.89;208050.16;219830.74;31786.95;16993.63;14793.32;11016.47;10239.37;777.11;119351.74;43594.68;75757.05;2602.42;726.42;1876.00;835.84;51.79;784.05;204.95;11.00;193.95;0.00;0.00;0.00
202101;30. Murcia;587684.21;251844.26;335839.63;399251.74;183550.00;215701.74;75477.11;21825.21;53651.89;10469.26;10144.63;324.32;96265.05;34318.74;61946.32;5085.00;1953.05;3131.95;989.68;43.63;946.05;146.37;9.00;137.37;0.00;0.00;0.00
202101;31. Navarra;284422.53;130801.21;153621.32;225208.21;106756.68;118451.53;5316.05;968.37;4347.68;6898.47;6679.53;218.95;42947.89;15386.68;27561.21;4051.89;1009.95;3041.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;32. Ourense;100060.95;48522.63;51538.32;73540.32;36570.79;36969.53;400.84;48.58;352.26;2883.37;2818.74;64.63;21512.95;8180.05;13332.89;1723.47;904.47;819.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;33. Asturias;356024.95;174334.37;181690.58;272378.05;136694.47;135683.58;1011.26;187.79;823.47;8081.89;7773.26;308.63;64617.58;25744.53;38873.05;7377.74;3724.37;3653.37;1089.00;75.47;1013.53;475.26;52.47;422.79;994.16;82.00;912.16
202101;34. Palencia;62119.74;27885.47;34234.26;47457.79;22937.79;24520.00;881.89;99.68;782.21;864.58;841.32;23.26;10453.95;3554.84;6899.11;2461.53;451.84;2009.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;35. Palmas;406047.79;190943.37;215104.42;326181.11;160213.53;165967.58;6170.32;2484.42;3685.89;5415.89;5017.79;398.11;63989.37;22458.53;41530.84;848.95;242.11;606.84;3134.05;515.00;2619.05;308.11;12.00;296.11;0.00;0.00;0.00
202101;36. Pontevedra;348544.84;167454.63;181089.21;259584.63;128190.95;131392.68;1412.68;537.53;875.16;8268.79;8115.37;153.42;63550.37;25229.74;38320.63;3122.32;1851.21;1271.11;6126.68;729.05;5397.63;6479.37;2800.79;3678.58;0.00;0.00;0.00
202101;37. Salamanca;117375.37;54061.53;63313.84;87233.74;43480.84;43752.89;1783.11;151.79;1631.32;2443.05;2376.47;66.58;21945.11;7375.16;14569.95;3970.37;677.26;3293.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;38. Santa Cruz de Tenerife;363287.58;173599.74;189687.84;285685.53;143390.32;142295.21;7192.42;1946.42;5246.00;4303.37;4031.47;271.89;61925.05;23470.37;38454.68;1824.37;415.58;1408.79;2054.84;332.58;1722.26;302.00;13.00;289.00;0.00;0.00;0.00
202101;39. Cantabria;212769.00;101810.00;110959.00;165538.26;81391.26;84147.00;620.47;92.89;527.58;4818.26;4664.26;154.00;37088.58;13914.26;23174.32;3825.05;1640.05;2185.00;619.89;52.21;567.68;258.47;55.05;203.42;0.00;0.00;0.00
202101;40. Segovia;59658.05;27040.42;32616.89;42937.79;21084.74;21853.05;1331.05;477.63;853.42;1261.37;1196.79;63.84;12142.68;3985.26;8157.42;1985.16;296.00;1689.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;41. Sevilla;734552.58;343046.84;391505.74;524786.89;244972.05;279814.84;83274.95;46120.47;37154.47;12609.26;12244.21;365.05;111156.89;38938.21;72218.68;2364.32;737.42;1626.89;316.00;34.47;281.53;44.26;0.00;44.26;0.00;0.00;0.00
202101;42. Soria;38428.95;16831.47;21596.47;29414.21;13820.89;15593.32;594.74;111.00;483.74;689.95;670.47;18.47;6106.47;2012.11;4094.37;1623.58;217.00;1406.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;43. Tarragona;297993.11;135714.95;162275.37;232655.74;111539.79;121114.95;6620.16;1226.16;5394.00;3536.42;3341.11;193.53;50290.74;18576.95;31713.79;3273.79;869.26;2404.53;1260.05;145.68;1114.37;356.21;16.00;340.21;0.00;0.00;0.00
202101;44. Teruel;53009.95;23383.26;29626.68;38346.21;18117.68;20228.53;957.63;115.74;841.89;731.68;715.68;16.00;9779.47;3510.47;6269.00;3168.95;923.68;2245.26;0.00;0.00;0.00;0.00;0.00;0.00;26.00;0.00;26.00
202101;45. Toledo;231980.84;97100.42;134877.42;171429.89;77356.37;94073.53;7976.84;1107.58;6869.26;3089.95;2948.84;138.11;46017.21;14911.37;31105.84;3466.95;776.26;2690.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;46. Valencia;1023160.58;470592.05;552566.53;793171.05;383208.63;409961.42;31237.00;4823.79;26413.21;17785.47;17162.95;621.53;173303.79;63881.89;109421.89;4661.32;992.32;3669.00;2902.53;515.47;2387.05;99.42;7.00;92.42;0.00;0.00;0.00
202101;47. Valladolid;212932.11;99555.21;113376.89;170642.37;83003.89;87638.47;2911.26;703.42;2207.84;4001.58;3903.95;97.63;32512.47;11509.53;21002.95;2864.42;434.42;2430.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;48. Bizkaia;478069.47;233253.42;244815.58;375761.58;184541.16;191220.42;881.47;96.68;784.79;15429.37;14839.00;589.89;82171.26;33054.21;49117.05;1032.53;455.63;576.89;2661.11;222.63;2438.47;132.16;44.11;88.05;0.00;0.00;0.00
202101;49. Zamora;56186.95;25548.37;30638.58;37633.79;19490.74;18143.05;1372.42;198.53;1173.89;819.32;791.32;28.00;12801.26;4384.11;8417.16;3560.16;683.68;2876.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202101;50. Zaragoza;412527.89;192307.26;220218.42;333036.05;159886.95;173149.11;5736.58;963.84;4772.74;8642.68;8379.68;260.79;60792.47;22061.26;38731.21;4304.11;1012.53;3291.58;0.00;0.00;0.00;0.00;0.00;0.00;16.00;3.00;13.00
202101;51. Ceuta;21799.16;10123.53;11675.63;17594.16;8238.21;9355.95;3.63;1.00;2.63;690.00;656.89;33.11;3340.05;1216.42;2123.63;0.00;0.00;0.00;165.32;10.00;155.32;6.00;1.00;5.00;0.00;0.00;0.00
202101;52. Melilla;23543.42;10994.53;12548.89;18187.32;8980.58;9206.74;3.16;2.16;1.00;687.89;660.84;27.05;4573.26;1328.53;3244.74;0.00;0.00;0.00;89.79;22.42;67.37;2.00;0.00;2.00;0.00;0.00;0.00
202102;Total Nacional;18850111.65;8781581.15;10068513.90;14374878.15;6932150.20;7442719.95;770600.90;305965.55;464635.35;382344.10;365282.40;17053.10;3079999.30;1111659.55;1968339.75;182256.10;57151.35;125104.75;45320.15;5136.20;40183.95;13626.60;4148.35;9478.25;1086.35;87.55;998.80
202102;1. Alava;154914.95;70716.65;84198.30;130996.95;60660.05;70336.90;792.20;62.65;729.55;2909.30;2799.70;109.60;18418.15;6671.20;11746.95;1798.35;523.05;1275.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;2. Albacete;139151.10;58351.95;80799.15;97320.85;44775.60;52545.25;9629.95;2061.75;7568.20;2191.30;2122.55;68.75;27112.80;8843.10;18269.70;2896.20;548.95;2347.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;3. Alicante;633762.20;290794.80;342967.40;473420.90;230071.25;243349.65;15983.55;4637.50;11346.05;8710.75;8223.80;486.95;130797.70;46610.50;84187.20;2694.45;859.35;1835.10;1933.55;390.40;1543.15;221.30;2.00;219.30;0.00;0.00;0.00
202102;4. Almeria;304481.30;134265.65;170215.65;184585.00;91664.20;92920.80;55917.75;17958.15;37959.60;2549.70;2461.95;87.75;44676.25;16385.45;28290.80;15983.20;5748.20;10235.00;595.85;33.70;562.15;173.55;14.00;159.55;0.00;0.00;0.00
202102;5. Avila;52038.80;23889.75;28149.05;35813.80;18327.55;17486.25;1173.70;291.95;881.75;1014.85;965.75;49.10;11443.55;3754.40;7689.15;2592.90;550.10;2042.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;6. Badajoz;244577.00;109099.30;135477.70;157260.45;77083.20;80177.25;36156.35;13994.70;22161.65;2561.30;2497.60;63.70;42271.20;14243.50;28027.70;6327.70;1280.30;5047.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;7. Baleares;413234.85;190014.35;223220.50;309201.60;149464.85;159736.75;2437.30;378.65;2058.65;9926.70;8441.10;1485.60;88734.70;31068.20;57666.50;1241.60;426.75;814.85;1314.25;213.55;1100.70;378.70;21.25;357.45;0.00;0.00;0.00
202102;8. Barcelona;2565598.00;1226659.75;1338937.25;2113188.30;1038017.75;1075169.55;4827.05;927.05;3900.00;47376.80;44740.80;2636.00;394817.75;142089.60;252728.15;2227.60;543.15;1684.45;2978.20;333.40;2644.80;182.30;8.00;174.30;0.00;0.00;0.00
202102;9. Burgos;142769.35;64396.25;78373.10;112143.00;52402.05;59740.95;1192.65;177.15;1015.50;2443.00;2370.40;72.60;22846.90;8342.20;14504.70;4143.80;1104.45;3039.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;10. Caceres;140463.65;64401.40;76062.25;89990.15;44722.95;45267.20;17768.35;7374.55;10393.80;1840.35;1763.90;76.45;26249.00;9312.70;16936.30;4615.80;1227.30;3388.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;11. Cadiz;360635.45;164539.70;196094.75;264271.50;124703.35;139567.15;25670.45;13680.95;11989.50;4009.50;3784.15;225.35;60590.75;21725.10;38865.65;1766.75;450.80;1315.95;4086.80;183.35;3903.45;239.70;12.00;227.70;0.00;0.00;0.00
202102;12. Castellon;237154.90;105419.90;131735.00;181912.90;85089.00;96823.90;9836.85;1166.85;8670.00;3692.20;3583.45;108.75;38438.35;14754.10;23684.25;2141.95;760.45;1381.50;983.20;63.05;920.15;149.45;3.00;146.45;0.00;0.00;0.00
202102;13. Ciudad Real;165618.15;67927.20;97690.95;116280.20;52424.80;63855.40;11029.10;1591.15;9437.95;2901.60;2830.90;70.70;30729.85;10141.40;20588.45;4676.40;938.95;3737.45;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00
202102;14. Cordoba;298125.75;138317.05;159808.70;176576.15;83738.55;92837.60;64825.45;32966.85;31858.60;3526.95;3427.25;99.70;49695.95;17154.05;32541.90;3501.25;1030.35;2470.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;15. Coruna;426222.75;210280.55;215942.20;323418.45;162857.30;160561.15;2071.05;574.15;1496.90;10955.00;10685.50;269.50;76547.55;30352.30;46195.25;7688.35;4635.10;3053.25;3045.25;227.15;2818.10;2497.10;949.05;1548.05;0.00;0.00;0.00
202102;16. Cuenca;76086.80;31698.35;44388.45;50608.75;23364.10;27244.65;5949.80;1720.95;4228.85;1144.05;1111.40;32.65;13708.05;4417.15;9290.90;4676.15;1084.75;3591.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;17. Girona;308757.95;140654.25;168103.70;240211.10;114884.85;125326.25;3195.65;327.75;2867.90;4588.05;4077.15;510.90;58491.05;20873.05;37618.00;1460.90;391.15;1069.75;563.20;82.30;480.90;248.00;18.00;230.00;0.00;0.00;0.00
202102;18. Granada;330790.05;158232.60;172557.45;208865.60;103178.20;105687.40;50772.85;26637.35;24135.50;5262.80;5087.25;175.55;60001.35;21528.90;38472.45;5749.45;1794.20;3955.25;103.00;5.70;97.30;35.00;1.00;34.00;0.00;0.00;0.00
202102;19. Guadalajara;91309.80;41458.15;49851.65;74109.30;35155.15;38954.15;690.15;99.75;590.40;1435.85;1384.50;51.35;13693.05;4596.15;9096.90;1381.45;222.60;1158.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;20. Gipuzkoa;318241.40;151317.30;166923.10;242149.05;119061.25;123086.80;520.45;89.25;431.20;9486.85;9104.95;381.90;64107.20;22384.95;41722.25;1201.20;579.90;621.30;598.80;50.00;548.80;177.85;47.00;130.85;0.00;0.00;0.00
202102;21. Huelva;220745.30;107242.70;113502.60;113866.55;52215.45;61651.10;75664.60;43838.65;31825.95;1312.60;1277.10;35.50;26361.35;9314.10;17047.25;1752.65;536.30;1216.35;1433.65;56.15;1377.50;353.90;4.95;348.95;0.00;0.00;0.00
202102;22. Huesca;95563.55;41396.00;54167.55;68997.40;32374.20;36623.20;3683.45;516.50;3166.95;1339.25;1295.05;44.20;18159.10;6353.10;11806.00;3384.35;857.15;2527.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;23. Jaen;254624.25;107330.60;147293.65;130245.75;60638.50;69607.25;80730.90;30686.45;50044.45;2010.20;1948.40;61.80;37170.25;12957.10;24213.15;4467.15;1100.15;3367.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;24. Leon;154796.55;75686.60;79109.95;114712.20;59199.75;55512.45;1249.45;228.35;1021.10;2984.35;2879.85;104.50;30213.55;11396.75;18816.80;5581.80;1978.90;3602.90;0.00;0.00;0.00;0.00;0.00;0.00;55.20;3.00;52.20
202102;25. Lleida;186158.65;81492.85;104665.80;139681.35;66001.30;73680.05;6457.20;641.70;5815.50;2065.50;1990.20;75.30;32593.70;11638.65;20955.05;5360.90;1221.00;4139.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;26. Rioja;127403.10;60072.75;67330.35;95770.70;47658.95;48111.75;3858.45;1117.00;2741.45;2587.35;2513.10;74.25;21752.65;8058.20;13694.45;3433.95;725.50;2708.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;27. Lugo;118643.50;57938.10;60705.40;79291.60;40736.25;38555.35;1809.45;427.95;1381.50;3128.15;3056.35;71.80;23654.75;8866.40;14788.35;9303.60;4733.40;4570.20;1304.40;73.75;1230.65;151.55;44.00;107.55;0.00;0.00;0.00
202102;28. Madrid;3209826.90;1528086.25;1681738.05;2694489.85;1284032.25;1410455.60;2014.15;363.00;1651.15;102462.40;98177.70;4284.10;405961.55;144511.30;261450.25;1110.30;306.30;804.00;3771.65;695.70;3075.95;17.00;0.00;17.00;0.00;0.00;0.00
202102;29. Malaga;591036.85;277391.15;313645.70;425674.25;205847.35;219826.90;30983.65;16757.00;14226.65;11046.50;10271.90;774.60;119711.60;43717.00;75994.60;2602.40;733.25;1869.15;814.15;52.65;761.50;204.30;12.00;192.30;0.00;0.00;0.00
202102;30. Murcia;593949.55;253972.85;339975.70;401478.65;184140.35;217338.30;79167.25;23238.10;55929.15;10512.35;10188.80;322.55;96530.35;34388.75;62141.60;5083.55;1958.60;3124.95;1030.80;49.70;981.10;146.60;8.55;138.05;0.00;0.00;0.00
202102;31. Navarra;285097.25;130778.60;154318.65;225771.60;106686.45;119085.15;5315.05;977.60;4337.45;6902.10;6680.90;221.20;43060.85;15422.25;27638.60;4047.65;1011.40;3036.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;32. Ourense;100090.05;48436.35;51653.70;73526.75;36479.45;37047.30;430.55;55.95;374.60;2896.60;2831.40;65.20;21519.10;8168.85;13350.25;1717.05;900.70;816.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;33. Asturias;356351.60;174321.85;182029.75;272623.60;136647.40;135976.20;1048.30;198.30;850.00;8124.65;7810.65;314.00;64640.85;25742.65;38898.20;7348.35;3714.15;3634.20;1115.65;76.65;1039.00;462.60;51.05;411.55;987.60;81.00;906.60
202102;34. Palencia;62156.00;27868.95;34287.05;47498.45;22916.45;24582.00;894.05;100.30;793.75;865.40;842.30;23.10;10444.45;3558.15;6886.30;2453.65;451.75;2001.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202102;35. Palmas;405051.85;190397.70;214654.15;324925.55;159595.25;165330.30;6234.30;2491.30;3743.00;5444.80;5042.75;402.05;64127.25;22507.75;41619.50;846.95;242.05;604.90;3165.20;506.60;2658.60;307.80;12.00;295.80;0.00;0.00;0.00
202102;36. Pontevedra;349073.05;167656.85;181415.20;259826.95;128315.20;131510.75;1452.25;550.40;901.85;8303.80;8146.75;157.05;63668.00;25272.35;38395.65;3114.80;1845.95;1268.85;6234.45;722.10;5512.35;6472.80;2804.10;3668.70;0.00;0.00;0.00
202102;37. Salamanca;117805.60;54127.00;63678.60;87625.15;43524.85;44100.30;1807.45;150.95;1656.50;2454.55;2387.80;66.75;21952.35;7385.60;14566.75;3966.10;677.80;3288.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
